,target_code,target_description,concept_x,concept_y
1156,155804001,Anal &/or rectal haemorrhage,,Haemorrhage of anus and rectum
1157,12063002,Rectal haemorrhage,,Haemorrhage of anus and rectum
1158,314661000,Moderate head injury,,Unspecified injury of head
1159,314662007,Major head injury,,Unspecified injury of head
1160,310505005,Hyperosmolar non-ketotic state due to diabetes mellitus,Diabetes complications,Non-insulin-dependent diabetes mellitus; With other specified complications
1161,310505005,Hyperosmolar non-ketotic state due to diabetes mellitus,Diabetes complications,Non-insulin-dependent diabetes mellitus; With other specified complications
1162,310505005,Hyperosmolar non-ketotic state due to diabetes mellitus,Diabetes complications,Non-insulin-dependent diabetes mellitus; With other specified complications
1163,310505005,Hyperosmolar non-ketotic state due to diabetes mellitus,Diabetes complications,Non-insulin-dependent diabetes mellitus; With other specified complications
1164,310505005,Hyperosmolar non-ketotic state due to diabetes mellitus,Diabetes complications,Non-insulin-dependent diabetes mellitus; With other specified complications
1165,310505005,Hyperosmolar non-ketotic state due to diabetes mellitus,Diabetes complications,Non-insulin-dependent diabetes mellitus; With other specified complications
1166,310505005,Hyperosmolar non-ketotic state due to diabetes mellitus,Diabetes complications,Non-insulin-dependent diabetes mellitus; With other specified complications
1167,417109008,Pulled elbow,,Dislocation of radial head
1168,95854004,Pulled elbow,,Dislocation of radial head
1169,393609003,Pulled elbow,,Dislocation of radial head
1170,495521000000103,[D]Micturition syncope,,Syncope and collapse
1171,206730009,[D]Micturition syncope,,Syncope and collapse
1172,234168001,Micturition syncope,,Syncope and collapse
1173,157272009,Dislocated: [foot] or [toe],,Dislocation of toe(s)
1174,269326001,Dislocated: [foot] or [toe],,Dislocation of toe(s)
1175,157273004,Dislocation of toe joint,,Dislocation of toe(s)
1176,263030002,Dislocation of toe joint,,Dislocation of toe(s)
1177,157270001,Dislocation of patellofemoral joint,,Dislocation of patella
1178,263029007,Dislocation of patellofemoral joint,,Dislocation of patella
1179,281505006,Intra-articular patellofemoral dislocation,,Dislocation of patella
1180,90869000,Patellar luxation,,Dislocation of patella
1181,269325002,Dislocated: [shoulder] or [acromioclavicular joint],,Dislocation of acromioclavicular joint
1182,157259008,Dislocated: [shoulder] or [acromioclavicular joint],,Dislocation of acromioclavicular joint
1183,263019000,Dislocation of acromioclavicular joint,,Dislocation of acromioclavicular joint
1184,263009006,Dislocation of sternoclavicular joint,,Dislocation of sternoclavicular joint
1185,1098111000000101,Drug-induced seizure,Convulsions and epilepsy,Other and unspecified convulsions
1186,1098111000000101,Drug-induced seizure,Convulsions and epilepsy,Other and unspecified convulsions
1187,1098111000000101,Drug-induced seizure,Convulsions and epilepsy,Other and unspecified convulsions
1188,1098111000000101,Drug-induced seizure,Convulsions and epilepsy,Other and unspecified convulsions
1189,417558002,Dislocation of elbow joint,,"Dislocation of elbow, unspecified"
1190,208810008,Dislocation of elbow NOS,,"Dislocation of elbow, unspecified"
1191,208782004,Dislocation or subluxation of elbow,,"Dislocation of elbow, unspecified"
1192,154691006,Hypoglycaemia,,Other hypoglycaemia
1193,66694000,Hypoglycaemia,,Other hypoglycaemia
1194,302866003,Hypoglycaemia,,Other hypoglycaemia
1195,642831000000104,Hypoglycaemia unspecified,,Other hypoglycaemia
1196,154693009,Hypoglycaemia unspecified,,Other hypoglycaemia
1197,190433001,Hypoglycaemia unspecified,,Other hypoglycaemia
1198,642821000000101,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1199,190436009,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1200,154691006,Hypoglycaemia,,Other hypoglycaemia
1201,66694000,Hypoglycaemia,,Other hypoglycaemia
1202,302866003,Hypoglycaemia,,Other hypoglycaemia
1203,642831000000104,Hypoglycaemia unspecified,,Other hypoglycaemia
1204,154693009,Hypoglycaemia unspecified,,Other hypoglycaemia
1205,190433001,Hypoglycaemia unspecified,,Other hypoglycaemia
1206,642821000000101,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1207,190436009,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1208,154691006,Hypoglycaemia,,Other hypoglycaemia
1209,66694000,Hypoglycaemia,,Other hypoglycaemia
1210,302866003,Hypoglycaemia,,Other hypoglycaemia
1211,642831000000104,Hypoglycaemia unspecified,,Other hypoglycaemia
1212,154693009,Hypoglycaemia unspecified,,Other hypoglycaemia
1213,190433001,Hypoglycaemia unspecified,,Other hypoglycaemia
1214,642821000000101,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1215,190436009,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1216,154691006,Hypoglycaemia,,Other hypoglycaemia
1217,66694000,Hypoglycaemia,,Other hypoglycaemia
1218,302866003,Hypoglycaemia,,Other hypoglycaemia
1219,642831000000104,Hypoglycaemia unspecified,,Other hypoglycaemia
1220,154693009,Hypoglycaemia unspecified,,Other hypoglycaemia
1221,190433001,Hypoglycaemia unspecified,,Other hypoglycaemia
1222,642821000000101,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1223,190436009,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1224,154691006,Hypoglycaemia,,Other hypoglycaemia
1225,66694000,Hypoglycaemia,,Other hypoglycaemia
1226,302866003,Hypoglycaemia,,Other hypoglycaemia
1227,642831000000104,Hypoglycaemia unspecified,,Other hypoglycaemia
1228,154693009,Hypoglycaemia unspecified,,Other hypoglycaemia
1229,190433001,Hypoglycaemia unspecified,,Other hypoglycaemia
1230,642821000000101,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1231,190436009,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1232,154691006,Hypoglycaemia,,Other hypoglycaemia
1233,66694000,Hypoglycaemia,,Other hypoglycaemia
1234,302866003,Hypoglycaemia,,Other hypoglycaemia
1235,642831000000104,Hypoglycaemia unspecified,,Other hypoglycaemia
1236,154693009,Hypoglycaemia unspecified,,Other hypoglycaemia
1237,190433001,Hypoglycaemia unspecified,,Other hypoglycaemia
1238,642821000000101,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1239,190436009,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1240,154691006,Hypoglycaemia,,Other hypoglycaemia
1241,66694000,Hypoglycaemia,,Other hypoglycaemia
1242,302866003,Hypoglycaemia,,Other hypoglycaemia
1243,642831000000104,Hypoglycaemia unspecified,,Other hypoglycaemia
1244,154693009,Hypoglycaemia unspecified,,Other hypoglycaemia
1245,190433001,Hypoglycaemia unspecified,,Other hypoglycaemia
1246,642821000000101,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1247,190436009,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1248,154691006,Hypoglycaemia,,Other hypoglycaemia
1249,66694000,Hypoglycaemia,,Other hypoglycaemia
1250,302866003,Hypoglycaemia,,Other hypoglycaemia
1251,642831000000104,Hypoglycaemia unspecified,,Other hypoglycaemia
1252,154693009,Hypoglycaemia unspecified,,Other hypoglycaemia
1253,190433001,Hypoglycaemia unspecified,,Other hypoglycaemia
1254,642821000000101,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1255,190436009,Hypoglycaemia unspecified NOS,,Other hypoglycaemia
1256,200722003,Pyogenic granuloma,Cellulitis,
1257,409811000000108,[X]Hypersensitivity pneumonitis due to other organic dusts,Influencia and pneumonia,"Pneumonia, unspecified"
1258,412891000000108,[X]Pneumonitis due to inhalation of other solids and liquids,Influencia and pneumonia,"Pneumonia, unspecified"
1259,705161000000105,Chlamydial pneumonitis in all species except pig,Influencia and pneumonia,"Pneumonia, unspecified"
1260,21189004,Chlamydial pneumonitis in all species except pig,Influencia and pneumonia,"Pneumonia, unspecified"
1261,60363000,Pneumonia,Influencia and pneumonia,"Pneumonia, unspecified"
1262,205237003,Pneumonitis,Influencia and pneumonia,"Pneumonia, unspecified"
1263,636521000000103,Pneumonitis due to inhalation of other solid or liquid,Influencia and pneumonia,"Pneumonia, unspecified"
1264,196041004,Pneumonitis due to inhalation of other solid or liquid,Influencia and pneumonia,"Pneumonia, unspecified"
1265,633641000000104,Pneumonitis due to inhalation of solid or liquid NOS,Influencia and pneumonia,"Pneumonia, unspecified"
1266,196043001,Pneumonitis due to inhalation of solid or liquid NOS,Influencia and pneumonia,"Pneumonia, unspecified"
1267,196042006,Pneumonitis due to inhalation of solid or liquid NOS,Influencia and pneumonia,"Pneumonia, unspecified"
1268,83966006,Hypothermia due to cold environment,,Hypothermia
1269,241970005,Hypothermia due to exposure,,Hypothermia
1270,190322003,"Diabetes mellitus: [juvenile type, with no mention of complication] or [insulin dependent]",Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1271,154673001,Diabetes mellitus: [juvenile] or [insulin dependent],Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1272,267469001,Diabetes mellitus: [juvenile] or [insulin dependent],Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1273,46635009,Type 1 diabetes mellitus,Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1274,43521000000100,Type I diabetes mellitus,Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1275,50201000000100,Type I diabetes mellitus,Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1276,190362004,Type I diabetes mellitus,Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1277,47481000000105,Type I diabetes mellitus,Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1278,190322003,"Diabetes mellitus: [juvenile type, with no mention of complication] or [insulin dependent]",Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1279,154673001,Diabetes mellitus: [juvenile] or [insulin dependent],Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1280,267469001,Diabetes mellitus: [juvenile] or [insulin dependent],Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1281,46635009,Type 1 diabetes mellitus,Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1282,43521000000100,Type I diabetes mellitus,Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1283,50201000000100,Type I diabetes mellitus,Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1284,190362004,Type I diabetes mellitus,Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1285,47481000000105,Type I diabetes mellitus,Diabetes complications,Insulin-dependent diabetes mellitus; With unspecified complications
1286,266292008,(Pulmonary embolism) or (pulmonary infarct),,Pulmonary embolism with mention of acute cor pulmonale
1287,155326007,(Pulmonary embolism) or (pulmonary infarct),,Pulmonary embolism with mention of acute cor pulmonale
1288,194882001,(Pulmonary embolus) or (pulmonary infarction),,Pulmonary embolism with mention of acute cor pulmonale
1289,59282003,Pulmonary embolism,,Pulmonary embolism with mention of acute cor pulmonale
1290,266292008,(Pulmonary embolism) or (pulmonary infarct),,Pulmonary embolism with mention of acute cor pulmonale
1291,155326007,(Pulmonary embolism) or (pulmonary infarct),,Pulmonary embolism with mention of acute cor pulmonale
1292,194882001,(Pulmonary embolus) or (pulmonary infarction),,Pulmonary embolism with mention of acute cor pulmonale
1293,59282003,Pulmonary embolism,,Pulmonary embolism with mention of acute cor pulmonale
1294,25924004,Calculus of gallbladder with cholecystitis,,Calculus of gallbladder with acute cholecystitis
1295,25924004,Calculus of gallbladder with cholecystitis,,Calculus of gallbladder with acute cholecystitis
1296,25924004,Calculus of gallbladder with cholecystitis,,Calculus of gallbladder with acute cholecystitis
1297,25924004,Calculus of gallbladder with cholecystitis,,Calculus of gallbladder with acute cholecystitis
1298,267717005,(Retinal vascular occlusion) or (amaurosis fugax) or (retinal thrombosis),,Amaurosis fugax
1299,155111000,(Retinal vascular occlusion) or (amaurosis fugax) or (retinal thrombosis),,Amaurosis fugax
1300,88032003,Amaurosis fugax,,Amaurosis fugax
1301,157805001,(Injury/poisoning NOS) or (complications of treatment),,Toxic effect: Toxic effect of unspecified substance
1302,458241000000109,"[X]Poisoning by and exposure to alcohol, undetermined intent",,Toxic effect: Toxic effect of unspecified substance
