,target_system,target_version,target_code,target_description,concept
809,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,722829006,Acute pain of scrotum (finding),Inflammatory disorders of scrotum
810,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,722829006,Acute pain of scrotum (finding),Inflammatory disorders of other specified male genital organs
811,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,722829006,Acute pain of scrotum (finding),Inflammatory disorder of unspecified male genital organ
812,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,722829006,Acute pain of scrotum (finding),Other specified disorders of male genital organs
813,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),Blighted ovum and nonhydatidiform mole
814,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),Missed abortion
815,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),Other specified abnormal products of conception
816,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Abnormal product of conception, unspecified"
817,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Spontaneous abortion; Incomplete, complicated by delayed or excessive haemorrhage"
818,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Spontaneous abortion; Incomplete, complicated by embolism"
819,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Spontaneous abortion; Incomplete, with other and unspecified complications"
820,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Spontaneous abortion; Incomplete, without complication"
821,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Spontaneous abortion; Complete or unspecified, complicated by genital tract and pelvic infection"
822,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Spontaneous abortion; Complete or unspecified, complicated by delayed or excessive haemorrhage"
823,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Spontaneous abortion; Complete or unspecified, complicated by embolism"
824,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Spontaneous abortion; Complete or unspecified, with other and unspecified complications"
825,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Spontaneous abortion; Complete or unspecified, without complication"
826,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Other abortion; Incomplete, without complication"
827,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Other abortion; Complete or unspecified, without complication"
828,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Unspecified abortion; Incomplete, without complication"
829,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Unspecified abortion; Complete or unspecified, without complication"
830,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),Threatened abortion
831,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),Other haemorrhage in early pregnancy
832,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,723665008,Vaginal bleeding complicating early pregnancy (disorder),"Haemorrhage in early pregnancy, unspecified"
833,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,14094001,Excessive vomiting in pregnancy (disorder),Mild hyperemesis gravidarum
834,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,14094001,Excessive vomiting in pregnancy (disorder),Hyperemesis gravidarum with metabolic disturbance
835,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,14094001,Excessive vomiting in pregnancy (disorder),Late vomiting of pregnancy
836,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,14094001,Excessive vomiting in pregnancy (disorder),Other vomiting complicating pregnancy
837,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,14094001,Excessive vomiting in pregnancy (disorder),"Vomiting of pregnancy, unspecified"
838,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,87176006,Bartholin's gland structure (body structure),Cyst of Bartholin's gland
839,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,87176006,Bartholin's gland structure (body structure),Abscess of Bartholin's gland
840,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,87176006,Bartholin's gland structure (body structure),Other diseases of Bartholin's gland
841,http://snomed.info/sct,http://snomed.info/sct/83821000000107/version/20221123,87176006,Bartholin's gland structure (body structure),"Disease of Bartholin's gland, unspecified"
